"AAC","20040506","1.24","1.24","1.22","1.22","191631"
"AAM","20040506","0.48","0.50","0.48","0.495","67429"
"AAR","20040506","0.023","0.023","0.023","0.023","100000"
"AAT","20040506","0.24","0.24","0.23","0.23","118277"
"AAU","20040506","1.12","1.12","1.12","1.12","8750"
"ABB","20040506","6.13","6.20","6.13","6.14","3202"
"ABC","20040506","1.46","1.47","1.46","1.47","1782852"
"ABI","20040506","0.36","0.36","0.35","0.36","461607"
"ABK","20040506","0.16","0.16","0.16","0.16","100000"
"ABP","20040506","1.13","1.14","1.13","1.13","96102"
"ABS","20040506","3.70","3.72","3.65","3.70","40115"
"ABSPA","20040506","5.40","5.40","5.40","5.40","3000"
"ACF","20040506","1.02","1.03","1.02","1.03","34508"
"ACL","20040506","0.51","0.51","0.48","0.50","59368"
"ACU","20040506","0.47","0.47","0.445","0.45","1438159"
"ADA","20040506","0.60","0.61","0.60","0.60","35000"
"ADB","20040506","8.16","8.16","8.00","8.00","159671"
"ADBHA","20040506","100.01","100.01","100.00","100.00","555"
"ADBPA","20040506","105.20","105.20","105.20","105.20","73"
"ADG","20040506","3.77","3.80","3.76","3.80","4715"
"ADK","20040506","0.024","0.024","0.024","0.024","50935"
"ADL","20040506","0.05","0.05","0.05","0.05","175"
"ADM","20040506","0.078","0.08","0.066","0.066","126250"
"ADT","20040506","1.55","1.55","1.49","1.49","48000"
"ADU","20040506","0.88","0.88","0.85","0.87","23000"
"ADX","20040506","0.12","0.12","0.11","0.11","69417"
"ADY","20040506","0.033","0.033","0.031","0.031","550000"
"ADZ","20040506","1.46","1.47","1.40","1.45","3241479"
"AEC","20040506","1.56","1.56","1.48","1.48","62612"
"AEI","20040506","1.41","1.43","1.30","1.36","484516"
"AEIO","20040506","1.20","1.20","1.10","1.20","92000"
"AEN","20040506","1.33","1.34","1.33","1.34","20000"
"AEO","20040506","1.36","1.36","1.34","1.36","43504"
"AES","20040506","0.077","0.077","0.076","0.076","92002"
"AET","20040506","0.50","0.50","0.50","0.50","2000"
"AEX","20040506","0.05","0.051","0.05","0.05","53350"
"AFC","20040506","0.42","0.42","0.415","0.415","20000"
"AFI","20040506","3.27","3.27","3.23","3.24","244700"
"AFL","20040506","0.98","0.98","0.98","0.98","1000"
"AFLO","20040506","0.64","0.65","0.64","0.65","20000"
"AFT","20040506","0.047","0.047","0.044","0.044","3125091"
"AFYHA","20040506","99.95","100.00","99.95","100.00","2331"
"AGC","20040506","1.25","1.25","1.25","1.25","168258"
"AGG","20040506","9.34","9.34","9.15","9.23","36134"
"AGI","20040506","0.44","0.45","0.44","0.45","85042"
"AGL","20040506","11.56","11.56","11.45","11.48","670797"
"AGLIMD","20040506","2.03","2.03","2.03","2.03","1700"
"AGLIPA","20040506","3.70","3.72","3.70","3.72","5000"
"AGM","20040506","0.12","0.12","0.11","0.115","416127"
"AGT","20040506","0.53","0.55","0.53","0.53","17152"
"AGX","20040506","0.87","0.91","0.87","0.87","1612462"
"AGY","20040506","0.15","0.15","0.145","0.145","59000"
"AGZ","20040506","0.195","0.195","0.195","0.195","2700"
"AHD","20040506","3.60","3.70","3.60","3.65","45242"
"AHO","20040506","0.39","0.39","0.39","0.39","15000"
"AHS","20040506","0.93","0.93","0.92","0.93","43313"
"AIA","20040506","5.78","5.81","5.78","5.81","3088"
"AIE","20040506","0.135","0.135","0.13","0.135","41000"
"AIM","20040506","0.074","0.075","0.07","0.073","19597657"
"AIX","20040506","1.61","1.63","1.60","1.63","121556"
"AIZ","20040506","0.385","0.385","0.38","0.38","266021"
"AJL","20040506","1.90","1.90","1.88","1.90","90850"
"AKD","20040506","0.019","0.019","0.019","0.019","150000"
"ALB","20040506","0.45","0.45","0.45","0.45","3000"
"ALD","20040506","0.23","0.235","0.23","0.235","194797"
"ALE","20040506","0.028","0.028","0.027","0.027","107793"
"ALH","20040506","2.26","2.30","2.25","2.30","2384476"
"ALK","20040506","0.30","0.30","0.29","0.29","66500"
"ALL","20040506","3.96","4.01","3.90","3.95","2324771"
"ALLIMD","20040506","2.77","2.77","2.70","2.70","20000"
"ALN","20040506","5.73","5.73","5.66","5.67","1191812"
"ALNIMT","20040506","1.54","1.54","1.54","1.54","10000"
"ALNPA","20040506","109.60","110.00","109.20","109.50","21665"
"ALO","20040506","0.61","0.61","0.61","0.61","10000"
"ALS","20040506","6.24","6.24","6.04","6.09","63357"
"ALT","20040506","0.086","0.09","0.085","0.09","116000"
"ALU","20040506","0.41","0.42","0.41","0.41","189364"
"ALW","20040506","0.48","0.48","0.48","0.48","120000"
"ALZ","20040506","1.64","1.65","1.64","1.64","307867"
"AMC","20040506","6.80","6.87","6.77","6.82","7054413"
"AMCIMT","20040506","0.95","0.97","0.95","0.97","12000"
"AMCIOC","20040506","2.78","2.78","2.78","2.78","2500"
"AMCIWH","20040506","0.55","0.56","0.55","0.56","38000"
"AME","20040506","0.20","0.20","0.20","0.20","65000"
"AMEO","20040506","0.045","0.045","0.045","0.045","12500"
"AMG","20040506","0.044","0.044","0.044","0.044","75000"
"AMH","20040506","0.465","0.465","0.445","0.445","3545"
"AML","20040506","0.76","0.76","0.75","0.76","81576"
"AMM","20040506","0.16","0.165","0.16","0.16","2748000"
"AMP","20040506","5.77","5.88","5.75","5.87","8164198"
"AMPEMG","20040506","1.70","1.70","1.66","1.66","2900"
"AMPIMC","20040506","2.28","2.33","2.28","2.33","26500"
"AMPIMD","20040506","0.33","0.33","0.33","0.33","20000"
"AMPIMY","20040506","1.89","1.94","1.88","1.93","82500"
"AMPIMZ","20040506","0.98","0.99","0.98","0.99","15000"
"AMPIOC","20040506","3.99","3.99","3.99","3.99","10000"
"AMPIOJ","20040506","1.54","1.59","1.54","1.59","75000"
"AMPISS","20040506","1.06","1.14","1.06","1.14","30000"
"AMPWMB","20040506","0.11","0.115","0.11","0.115","266451"
"AMPWMC","20040506","0.10","0.10","0.10","0.10","25000"
"AMPWOK","20040506","0.145","0.165","0.145","0.165","451042"
"AMPWOM","20040506","0.13","0.13","0.13","0.13","10000"
"AMPXDA","20040506","1.46","1.46","1.46","1.46","6000"
"AMPXDB","20040506","1.94","1.94","1.94","1.94","1000"
"AMPXDC","20040506","2.40","2.40","2.40","2.40","4000"
"AMPXDD","20040506","0.73","0.85","0.73","0.83","126000"
"AMPXMA","20040506","0.97","0.97","0.97","0.97","10000"
"AMQHA","20040506","97.00","97.00","97.00","97.00","1017"
"AMU","20040506","0.475","0.475","0.46","0.46","271555"
"AMYIZG","20040506","0.004","0.004","0.004","0.004","131000"
"AMZG","20040506","107.90","107.90","106.57","107.50","2041"
"AMZGA","20040506","109.00","109.65","109.00","109.65","630"
"ANC","20040506","7.80","7.80","7.80","7.80","120"
"ANE","20040506","3.42","3.47","3.42","3.42","20196"
"ANG","20040506","0.375","0.375","0.375","0.375","345861"
"ANM","20040506","0.026","0.027","0.026","0.026","339231"
"ANMNA","20040506","0.044","0.045","0.044","0.044","254302"
"ANMO","20040506","0.001","0.001","0.001","0.001","2536"
"ANN","20040506","7.33","7.48","7.31","7.45","176645"
"ANP","20040506","0.145","0.145","0.14","0.145","176835"
"ANX","20040506","0.35","0.35","0.335","0.34","137050"
"ANZ","20040506","18.27","18.42","18.18","18.30","5344532"
"ANZEEA","20040506","10.55","10.55","10.55","10.55","3339"
"ANZIDH","20040506","1.00","1.00","1.00","1.00","10000"
"ANZIGF","20040506","6.68","6.68","6.68","6.68","120"
"ANZIGK","20040506","9.08","9.08","9.08","9.08","348"
"ANZIMC","20040506","7.54","7.55","7.54","7.55","1982"
"ANZIMD","20040506","2.16","2.24","2.06","2.11","19800"
"ANZIMF","20040506","7.45","7.45","7.30","7.30","6450"
"ANZIMG","20040506","3.78","3.82","3.78","3.82","6000"
"ANZIMT","20040506","2.08","2.08","2.04","2.05","4000"
"ANZIMU","20040506","1.07","1.07","1.03","1.03","6000"
"ANZIOC","20040506","9.93","9.93","9.79","9.82","9831"
"ANZIOI","20040506","5.75","5.75","5.75","5.75","5000"
"ANZISH","20040506","8.29","8.29","8.23","8.23","2300"
"ANZISO","20040506","2.20","2.20","2.20","2.20","7000"
"ANZIWG","20040506","6.43","6.44","6.43","6.44","4000"
"ANZIWH","20040506","3.10","3.10","3.10","3.10","20000"
"ANZIWW","20040506","1.17","1.17","1.09","1.14","67300"
"ANZIYB","20040506","6.82","6.82","6.82","6.82","900"
"ANZIZJ","20040506","2.35","2.35","2.24","2.24","31400"
"ANZIZL","20040506","3.13","3.13","3.13","3.13","10000"
"ANZIZO","20040506","9.15","9.15","9.15","9.15","2000"
"ANZIZQ","20040506","8.84","8.84","8.84","8.84","1000"
"ANZPA","20040506","101.80","101.80","101.63","101.80","7605"
"ANZSWA","20040506","9.34","9.45","9.34","9.45","1200"
"ANZWMM","20040506","0.12","0.12","0.12","0.12","20000"
"ANZWMZ","20040506","0.22","0.22","0.22","0.22","5000"
"ANZWOC","20040506","0.051","0.051","0.051","0.051","112000"
"ANZWOD","20040506","0.10","0.105","0.098","0.105","389900"
"ANZWOE","20040506","0.028","0.028","0.025","0.025","230000"
"ANZWZQ","20040506","0.031","0.031","0.031","0.031","96000"
"ANZWZR","20040506","0.155","0.155","0.155","0.155","10000"
"ANZXDF","20040506","1.67","1.76","1.54","1.67","61800"
"ANZXDI","20040506","0.61","0.78","0.455","0.59","108175"
"ANZXMA","20040506","0.57","0.67","0.52","0.63","52000"
"ANZXMC","20040506","1.28","1.28","1.28","1.28","5000"
"ANZXMP","20040506","1.90","1.92","1.90","1.92","14000"
"ANZXOA","20040506","1.46","1.46","1.28","1.32","15000"
"ANZXOB","20040506","0.41","0.42","0.295","0.295","30000"
"ANZXOP","20040506","1.15","1.15","1.10","1.10","22000"
"AOE","20040506","0.26","0.26","0.25","0.25","97911"
"AOEOA","20040506","0.05","0.05","0.04","0.04","220000"
"AOO","20040506","0.135","0.14","0.135","0.14","41000"
"AOOO","20040506","0.047","0.047","0.047","0.047","50000"
"APA","20040506","2.57","2.57","2.54","2.57","80162"
"APE","20040506","7.20","7.25","7.20","7.25","8420"
"APG","20040506","0.039","0.039","0.038","0.038","58000"
"API","20040506","2.50","2.50","2.44","2.46","19913"
"APL","20040506","0.23","0.235","0.22","0.23","201674"
"APN","20040506","3.90","3.92","3.88","3.90","3728318"
"APNG","20040506","4.32","4.32","4.32","4.32","7000"
"APNIMT","20040506","1.20","1.20","1.18","1.18","5000"
"APZ","20040506","0.15","0.15","0.15","0.15","560000"
"AQA","20040506","0.77","0.80","0.77","0.80","68110"
"AQD","20040506","0.17","0.17","0.17","0.17","15000"
"AQP","20040506","6.43","6.55","6.43","6.49","87241"
"ARA","20040506","0.315","0.315","0.315","0.315","10000"
"ARE","20040506","0.13","0.13","0.13","0.13","20000"
"ARG","20040506","4.83","4.83","4.79","4.80","71158"
"ARO","20040506","0.105","0.145","0.105","0.13","2597486"
"AROOA","20040506","0.025","0.025","0.025","0.025","225000"
"ARP","20040506","3.63","3.65","3.60","3.64","37755"
"ARQ","20040506","0.85","0.88","0.85","0.85","891585"
"ARUO","20040506","0.05","0.055","0.05","0.055","80000"
"ARX","20040506","0.058","0.058","0.055","0.055","200000"
"ASB","20040506","0.90","0.90","0.90","0.90","60750"
"ASC","20040506","0.105","0.11","0.105","0.11","2553784"
"ASCOA","20040506","0.001","0.001","0.001","0.001","399198"
"ASL","20040506","0.64","0.65","0.62","0.65","171650"
"ASU","20040506","0.012","0.012","0.012","0.012","100000"
"ASX","20040506","15.81","16.10","15.80","16.09","114630"
"ATG","20040506","0.67","0.67","0.67","0.67","14700"
"ATN","20040506","0.185","0.195","0.185","0.195","164100"
"ATNO","20040506","0.035","0.04","0.035","0.04","253333"
"ATP","20040506","0.19","0.195","0.19","0.195","72000"
"ATR","20040506","4.25","4.25","4.21","4.21","33530"
"ATX","20040506","0.115","0.125","0.115","0.12","1005000"
"ATZ","20040506","0.30","0.30","0.29","0.29","45000"
"AUH","20040506","0.035","0.035","0.035","0.035","5000"
"AUI","20040506","4.29","4.29","4.29","4.29","1000"
"AUL","20040506","0.012","0.012","0.012","0.012","800000"
"AUM","20040506","0.038","0.039","0.035","0.036","770000"
"AUMOA","20040506","0.015","0.015","0.014","0.014","100000"
