AAF,20090924,.004,.004,.004,.004,10200000
AAG,20090924,.12,.12,.12,.12,150000
AAK,20090924,.009,.009,.007,.007,260000
AAM,20090924,.225,.225,.21,.215,529462
AAO,20090924,.088,.088,.084,.084,290900
AAR,20090924,.035,.035,.032,.035,502000
AAX,20090924,5.44,5.95,5.31,5.95,1541710
ABC,20090924,2.87,2.88,2.82,2.84,1110618
ABP,20090924,.415,.425,.41,.41,9525813
ABQ,20090924,.16,.165,.16,.165,168320
ABU,20090924,.047,.047,.045,.046,590000
ABV,20090924,.029,.03,.028,.028,432760
ABY,20090924,1.20,1.20,1.18,1.19,430370
ACB,20090924,.46,.495,.45,.495,1465048
ACK,20090924,.31,.31,.31,.31,7540
ACL,20090924,.575,.58,.55,.58,227013
ACR,20090924,1.57,1.60,1.52,1.54,175523
ACS,20090924,.175,.18,.17,.17,157000
ACU,20090924,.026,.026,.025,.025,369999
ADA,20090924,.70,.705,.69,.705,7918
ADD,20090924,.047,.062,.047,.061,757550
ADE,20090924,.14,.14,.13,.13,139814
ADI,20090924,.077,.081,.077,.081,419297
ADN,20090924,.25,.25,.205,.23,494115
ADO,20090924,.013,.013,.013,.013,39000
ADQ,20090924,.085,.085,.085,.085,35500
ADU,20090924,.495,.53,.495,.51,1446178
ADX,20090924,.13,.13,.125,.125,145140
ADY,20090924,.02,.021,.019,.02,22152784
AEC,20090924,2.74,2.77,2.70,2.71,133124
AED,20090924,.63,.63,.62,.63,237132
AEE,20090924,.23,.235,.22,.22,110000
AEF,20090924,35.50,35.50,35.50,35.50,208
AEM,20090924,.02,.02,.018,.02,1179550
AEO,20090924,1.44,1.48,1.415,1.455,5720493
AES,20090924,.033,.07,.033,.07,33155
AET,20090924,.33,.33,.33,.33,5900
AEU,20090924,.38,.38,.365,.365,276142
AEX,20090924,.007,.007,.006,.007,45554630
AEZ,20090924,.072,.078,.072,.075,6849622
AFA,20090924,.365,.42,.365,.40,440251
AFI,20090924,5.01,5.08,5.00,5.04,247842
AFR,20090924,.095,.105,.094,.10,667023
AGD,20090924,.09,.09,.09,.09,26433
AGF,20090924,1.075,1.085,1.07,1.07,412588
AGG,20090924,9.12,9.50,9.12,9.50,1031
