"AAC","20100702","1.495","1.495","1.46","1.49","151940"
"AAD","20100702","0.97","1.00","0.955","0.99","1868691"
"AAG","20100702","0.18","0.19","0.16","0.175","104300"
"AAI","20100702","14.01","14.01","14.00","14.00","270"
"AAM","20100702","0.215","0.215","0.21","0.215","230000"
"AAX","20100702","1.845","1.845","1.775","1.80","1353995"
"ABC","20100702","2.65","2.71","2.63","2.67","1576452"
"ABP","20100702","0.40","0.40","0.395","0.40","2382111"
"ABQ","20100702","0.025","0.025","0.025","0.025","280252"
"ABU","20100702","0.02","0.02","0.019","0.02","2018169"
"ABY","20100702","0.68","0.69","0.64","0.64","548480"
"ABZ","20100702","0.33","0.33","0.33","0.33","14826"
"ACB","20100702","0.33","0.33","0.31","0.31","58070"
"ACL","20100702","0.49","0.50","0.47","0.48","88815"
"ACR","20100702","1.84","1.89","1.81","1.81","60664"
"ACS","20100702","0.14","0.145","0.14","0.145","26500"
"ACU","20100702","0.003","0.003","0.003","0.003","3420580"
"ADD","20100702","0.029","0.03","0.028","0.028","238832"
"ADE","20100702","0.094","0.094","0.094","0.094","9000"
"ADI","20100702","0.42","0.42","0.42","0.42","4669306"
"ADN","20100702","0.13","0.145","0.13","0.135","67500"
"ADO","20100702","0.058","0.059","0.057","0.059","981274"
"ADU","20100702","0.51","0.51","0.49","0.51","383779"
"ADX","20100702","0.235","0.25","0.235","0.245","2443465"
"ADY","20100702","0.006","0.007","0.006","0.007","1760896"
"AEA","20100702","0.20","0.20","0.20","0.20","100000"
"AEC","20100702","3.45","3.47","3.45","3.47","108446"
"AED","20100702","0.475","0.475","0.455","0.46","128268"
"AEE","20100702","0.14","0.16","0.125","0.125","323445"
"AEF","20100702","22.50","23.10","22.50","23.10","872"
"AEJ","20100702","0.05","0.055","0.05","0.051","871329"
"AEO","20100702","1.70","1.715","1.655","1.67","1428297"
"AEU","20100702","0.535","0.55","0.535","0.54","137601"
"AEX","20100702","0.014","0.014","0.014","0.014","500000"
"AEZ","20100702","0.026","0.026","0.026","0.026","16833"
"AFA","20100702","0.11","0.11","0.11","0.11","25000"
"AFI","20100702","4.75","4.79","4.70","4.74","272083"
"AFR","20100702","0.071","0.071","0.069","0.069","193115"
"AFT","20100702","0.001","0.001","0.001","0.001","1620000"
"AGF","20100702","0.72","0.725","0.70","0.70","325543"
"AGG","20100702","10.20","10.20","10.20","10.20","1695"
"AGK","20100702","14.97","14.98","14.64","14.78","2156203"
"AGO","20100702","2.14","2.18","2.07","2.09","3559170"
"AGS","20100702","0.295","0.305","0.295","0.30","430513"
"AGV","20100702","0.037","0.037","0.037","0.037","15000"
"AHD","20100702","5.60","5.84","5.60","5.73","17211"
"AHE","20100702","2.26","2.29","2.21","2.26","401355"
"AIO","20100702","1.635","1.645","1.59","1.605","8514276"
"AIW","20100702","0.034","0.034","0.032","0.032","220000"
"AIX","20100702","1.705","1.725","1.67","1.69","1144911"
"AIZ","20100702","0.86","0.86","0.86","0.86","134000"
"AJA","20100702","0.32","0.325","0.295","0.30","1532880"
"AJL","20100702","2.16","2.19","2.13","2.14","136464"
"AJM","20100702","0.15","0.15","0.14","0.14","484118"
"AJX","20100702","0.115","0.115","0.115","0.115","40000"
"AKK","20100702","0.029","0.033","0.029","0.033","1611327"
"AKM","20100702","0.081","0.081","0.081","0.081","45956"
"AKU","20100702","104.00","104.00","104.00","104.00","200"
"AKW","20100702","0.096","0.096","0.096","0.096","3907"
"ALD","20100702","0.36","0.36","0.35","0.35","65199"
"ALK","20100702","0.25","0.255","0.24","0.24","138340"
"ALL","20100702","3.62","3.63","3.55","3.61","2480470"
"ALR","20100702","1.24","1.24","1.22","1.22","19719"
"ALS","20100702","2.36","2.37","2.33","2.35","180592"
"ALT","20100702","0.024","0.024","0.023","0.023","55000"
"ALU","20100702","0.24","0.24","0.225","0.225","619030"
"ALY","20100702","0.39","0.40","0.38","0.38","528588"
"ALZ","20100702","2.40","2.42","2.35","2.42","305084"
"AMC","20100702","6.41","6.47","6.33","6.39","3588083"
"AMH","20100702","0.62","0.62","0.62","0.62","135402"
"AMM","20100702","0.305","0.305","0.285","0.30","1202651"
"AMO","20100702","0.38","0.38","0.38","0.38","7380"
"AMP","20100702","5.17","5.19","5.10","5.13","6511353"
"AMU","20100702","0.21","0.225","0.21","0.22","226230"
"AMX","20100702","1.405","1.50","1.385","1.435","279610"
"AND","20100702","3.13","3.19","3.06","3.14","258941"
