AAD,20120911,1.30,1.32,1.30,1.315,360894
AAE,20120911,.009,.009,.008,.008,322500
AAK,20120911,.002,.002,.002,.002,1000000
AAX,20120911,3.13,3.13,3.035,3.07,97605
ABC,20120911,2.98,3.03,2.98,3.01,880752
ABP,20120911,2.02,2.07,2.02,2.06,284248
ABU,20120911,.047,.048,.047,.048,3275298
ABY,20120911,.45,.46,.435,.45,2050715
ACK,20120911,.145,.145,.145,.145,11100
ACL,20120911,.595,.595,.555,.555,332955
ACN,20120911,.175,.18,.175,.18,424500
ACR,20120911,3.28,3.35,3.19,3.19,1523405
ACS,20120911,.225,.25,.225,.25,15000
ACW,20120911,.034,.034,.034,.034,25000
ADD,20120911,.016,.016,.016,.016,28000
ADO,20120911,.058,.059,.057,.058,251000
ADX,20120911,.017,.019,.017,.019,231053
ADY,20120911,.04,.04,.04,.04,435600
AEB,20120911,.315,.315,.30,.30,45600
AEE,20120911,.13,.13,.13,.13,60000
AEJ,20120911,5.65,5.65,5.65,5.65,32
AEK,20120911,.048,.048,.048,.048,40000
AEM,20120911,.013,.013,.013,.013,183098
AEU,20120911,1.16,1.17,1.16,1.165,67945
AFI,20120911,4.37,4.42,4.36,4.37,270613
AFR,20120911,.175,.18,.175,.175,2022944
AFV,20120911,.22,.22,.22,.22,7123
AGF,20120911,.57,.57,.565,.57,332091
AGI,20120911,2.65,2.68,2.62,2.65,597460
AGJ,20120911,.135,.135,.135,.135,5000
AGK,20120911,14.92,14.95,14.785,14.86,2681629
AGO,20120911,1.55,1.565,1.415,1.465,17401168
AGR,20120911,.15,.16,.15,.15,140500
AGS,20120911,.23,.23,.22,.22,72812
AGU,20120911,.011,.011,.011,.011,18000
AHD,20120911,6.62,6.71,6.60,6.64,247286
AHE,20120911,3.13,3.13,2.97,3.02,551121
AHZ,20120911,.023,.026,.023,.023,1473155
AIB,20120911,.98,1.01,.98,1.01,126191
AIO,20120911,4.43,4.49,4.43,4.45,2345568
AIQ,20120911,.38,.38,.38,.38,106092
AIX,20120911,3.06,3.07,3.06,3.06,2837809
AIZ,20120911,.85,.86,.85,.85,517000
AJA,20120911,2.88,2.88,2.85,2.85,926
AJC,20120911,.018,.02,.018,.02,657306
AJL,20120911,.55,.62,.53,.575,147627
AJM,20120911,.135,.15,.135,.15,1199341
AJQ,20120911,.23,.23,.23,.23,158400
AJX,20120911,.078,.078,.069,.075,328874
AKK,20120911,.023,.023,.022,.022,16551842
AKM,20120911,.11,.11,.105,.105,281738
AKP,20120911,5.88,5.88,5.49,5.49,6100
AKX,20120911,25.50,25.50,25.50,25.50,288
ALF,20120911,1.275,1.275,1.265,1.265,182863
ALK,20120911,.95,1.00,.95,.965,567453
ALL,20120911,2.56,2.58,2.55,2.57,4238492
ALQ,20120911,8.20,8.22,8.11,8.15,1158971
ALR,20120911,1.015,1.015,1.015,1.015,3000
ALS,20120911,1.895,1.90,1.89,1.90,372473
ALT,20120911,.019,.019,.018,.018,509199
ALU,20120911,.73,.75,.73,.75,59502
ALY,20120911,.10,.10,.098,.10,163000
